name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"Fringe",2021,8.4,228494,"Drama, Mystery, Sci-Fi",46,series,TV-14,mild,moderate
"From Beyond",1986,6.7,24678,"Horror, Sci-Fi",85,film,R,moderate,severe
"From Dusk Till Dawn",1996,7.2,299197,"Action, Crime, Horror",108,film,R,moderate,severe
"From Dusk Till Dawn: The Series",2013,6.9,19852,"Action, Crime, Fantasy",45,series,TV-MA,moderate,severe
"From Hell",2001,6.8,150921,"Horror, Mystery, Thriller",122,film,R,severe,severe
"From Russia with Love",1963,7.4,126977,"Action, Adventure, Thriller",115,film,PG,mild,moderate
"Frontier",2021,7.2,18879,"Adventure, Drama, History",60,series,TV-MA,moderate,severe
"Frozen",2013,7.4,593439,"Animation, Adventure, Comedy",102,film,PG,none,mild
"Frozen II",2019,6.8,153120,"Animation, Adventure, Comedy",103,film,PG,none,mild
"Fruits Basket",2010,8.6,4186,"Animation, Comedy, Drama",24,series,TV-14,mild,mild
"Fuimos canciones",2021,5.3,1015,"Comedy, Music, Romance",110,film,TV-MA,moderate,no rate
"Full House",2021,6.7,55148,"Comedy, Drama, Family",22,series,TV-G,mild,none
"Full Metal Jacket",1987,8.3,703407,"Drama, War",116,film,R,mild,severe
"Fuller House",2001,6.7,25986,"Comedy, Family",30,series,TV-G,mild,none
"Fumetsu no Anata e",2003,8.8,4410,"Animation, Adventure, Drama",25,series,TV-MA,none,moderate
"Fun Size",2012,5.4,14231,"Adventure, Comedy",86,film,PG-13,mild,mild
"Funhouse",2019,5.3,5753,"Crime, Drama, Horror",106,film,unknown,no rate,no rate
"Funny Games",2007,6.6,94058,"Crime, Drama, Thriller",111,film,R,mild,moderate
"Furia",1982,6.8,618,"Thriller",0,series,unknown,no rate,no rate
"Furious 6",2013,7,382192,"Action, Adventure, Thriller",130,film,PG-13,mild,moderate
"Fury",2014,7.6,451968,"Action, Drama, War",134,film,R,mild,severe
"Futurama",2003,8.4,221472,"Animation, Comedy, Sci-Fi",22,series,TV-14,mild,moderate
"Future Man",2018,7.7,23385,"Action, Adventure, Comedy",30,series,TV-MA,severe,moderate
"G.I. Jane",1997,6,77700,"Action, Drama, War",125,film,R,mild,moderate
"G.I. Joe: Retaliation",2013,5.8,177967,"Action, Adventure, Sci-Fi",110,film,PG-13,mild,moderate
"G.I. Joe: The Rise of Cobra",2009,5.8,204827,"Action, Adventure, Sci-Fi",118,film,PG-13,none,moderate
"GLOW",1999,8,43122,"Comedy, Drama, Sport",35,series,TV-MA,severe,mild
"Gaetmaeul Chachacha",2021,9,2789,"Comedy, Romance",70,series,TV-14,none,mild
"Gaia",2021,5.5,2899,"Drama, Fantasy, Horror",96,film,R,severe,severe
"Galaxy Quest",1999,7.3,157279,"Adventure, Comedy, Sci-Fi",102,film,PG,mild,mild
"Game Night",2018,6.9,220442,"Action, Comedy, Crime",100,film,R,mild,moderate
"Game of Thrones",2021,9.2,1885776,"Action, Adventure, Drama",57,series,TV-MA,severe,severe
"Gamer",2009,5.8,132645,"Action, Sci-Fi, Thriller",95,film,R,severe,severe
"Gandhi",1982,8,223910,"Biography, Drama, History",191,film,PG,none,moderate
"Gangs of London",2009,8.1,25111,"Action, Crime, Drama",0,series,TV-MA,moderate,severe
"Gangs of New York",2002,7.5,421450,"Crime, Drama",167,film,R,severe,severe
"Gangster Squad",2013,6.7,210541,"Action, Crime, Drama",113,film,R,mild,severe
"Garden State",2004,7.4,211772,"Comedy, Drama, Romance",102,film,R,mild,none
"Gattaca",1997,7.8,290729,"Drama, Sci-Fi, Thriller",106,film,PG-13,mild,mild
"Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi",2021,6.5,409,"Animation",79,film,unknown,no rate,no rate
"Gekijouban Poketto monsutâ: koko",2020,6.7,1063,"Animation, Action, Adventure",99,film,TV-Y7,no rate,mild
"Gemini Man",2019,5.7,103621,"Action, Drama, Sci-Fi",117,film,PG-13,none,moderate
"General Hospital",1998,6.5,4668,"Crime, Drama, Romance",60,series,TV-PG,moderate,moderate
"Generation",2021,6.8,4045,"Comedy, Drama",30,series,TV-MA,severe,mild
"Genius",2019,8.3,17684,"Biography, Drama, History",43,series,TV-14,moderate,moderate
"Gentleman Jack",2004,8.2,9996,"Biography, Drama, History",60,series,TV-MA,moderate,mild
"Gentlemen Prefer Blondes",1953,7.2,34979,"Comedy, Musical, Romance",91,film,unknown,mild,none
"Geomeun Taeyang",2004,7.7,199,"Action, Crime, Drama",0,series,unknown,no rate,no rate
"George Lopez",2017,6.7,11028,"Comedy, Drama",30,series,TV-PG,none,none
"George of the Jungle",1997,5.5,74855,"Action, Adventure, Comedy",92,film,PG,mild,mild
"Geostorm",2017,5.3,101419,"Action, Sci-Fi, Thriller",109,film,PG-13,mild,mild
"Gerald's Game",2017,6.5,99011,"Drama, Horror, Thriller",103,film,TV-MA,moderate,severe
"Get Out",2017,7.7,533280,"Horror, Mystery, Thriller",104,film,R,mild,severe
"Get Rich or Die Tryin'",2005,5.4,45675,"Biography, Crime, Drama",117,film,R,severe,severe
"Get Shorty",1995,6.9,80782,"Comedy, Crime, Thriller",105,film,R,mild,moderate
"Get Smart",2008,6.5,210717,"Action, Adventure, Comedy",110,film,PG-13,mild,mild
"Ghost",1990,7.1,206313,"Drama, Fantasy, Romance",127,film,PG-13,mild,moderate
"Ghost Adventures",2005,7.4,8689,"Documentary, History, Reality-TV",45,series,TV-PG,mild,moderate
"Ghost Rider",2007,5.3,230200,"Action, Fantasy, Thriller",110,film,PG-13,none,moderate
"Ghost Rider: Spirit of Vengeance",2011,4.3,115071,"Action, Fantasy, Thriller",96,film,PG-13,mild,moderate
"Ghost Ship",2002,5.5,97452,"Horror",91,film,R,moderate,severe
"Ghost Whisperer",2007,6.4,44217,"Drama, Fantasy",60,series,TV-PG,mild,mild
"Ghost World",2001,7.3,117873,"Comedy, Drama",111,film,R,mild,none
"Ghost in the Shell",2017,6.3,206127,"Action, Crime, Drama",107,film,PG-13,mild,moderate
"Ghostbusters",1984,7.8,374701,"Action, Comedy, Fantasy",105,film,PG,mild,mild
"Ghostbusters II",1989,6.6,190768,"Action, Comedy, Fantasy",108,film,PG,mild,mild
"Ghostbusters: Afterlife",2021,0,0,"Comedy, Fantasy",0,film,PG-13,no rate,no rate
"Ghostland",2018,6.4,26931,"Drama, Horror, Mystery",91,film,unknown,moderate,severe
"Ghosts",2021,7,1343,"Comedy, Fantasy",0,series,unknown,no rate,no rate
"Ghosts of Mars",2001,4.9,53030,"Action, Horror, Sci-Fi",98,film,R,none,severe
"Ghosts of Mississippi",1996,6.7,10832,"Drama, History",130,film,PG-13,none,moderate
"Gi-eok-ui bam",2017,7.5,26651,"Mystery, Thriller",108,film,TV-MA,none,moderate
"Gia",1998,7,43350,"Biography, Drama, Romance",120,film,R,severe,mild
"Gifted",2017,7.6,108082,"Drama",101,film,PG-13,mild,none
"Gilligan's Island",2021,7.3,13877,"Comedy, Family",30,series,TV-G,none,none
"Gilmore Girls",2021,8.1,110011,"Comedy, Drama",44,series,TV-PG,mild,none
"Ginger Snaps",2000,6.8,44739,"Drama, Fantasy, Horror",108,film,unknown,mild,severe
"Ginny & Georgia",2016,7.5,38432,"Comedy, Drama",0,series,TV-14,moderate,mild
"Gintama",2017,8.6,8691,"Animation, Action, Comedy",25,series,TV-14,moderate,severe
"Giri/Haji",2019,7.9,12497,"Crime, Drama, Mystery",461,series,TV-MA,moderate,severe
"Girl From Nowhere",2005,7.6,3154,"Crime, Drama, Fantasy",45,series,TV-MA,moderate,severe
"Girl Meets World",1984,7.1,13797,"Comedy, Drama, Family",23,series,TV-G,none,none
"Girl in the Basement",2021,6.4,5524,"Crime, Thriller",88,film,TV-14,mild,moderate
"Girl, Interrupted",1999,7.3,173524,"Biography, Drama",127,film,R,mild,moderate
"Girls",2019,7.3,68012,"Comedy, Drama",28,series,TV-MA,severe,mild
"Gisaengchung",2019,8.6,669620,"Comedy, Drama, Thriller",132,film,R,moderate,severe
"Gladiator",2000,8.5,1403705,"Action, Adventure, Drama",155,film,R,mild,severe
"Glass",2019,6.6,225032,"Drama, Sci-Fi, Thriller",129,film,PG-13,none,moderate
"Glee",2018,6.7,141752,"Comedy, Drama, Music",44,series,TV-PG,mild,none
"Glengarry Glen Ross",1992,7.7,101084,"Crime, Drama, Mystery",100,film,R,none,none
"Glitch",1966,7.3,16413,"Drama, Horror, Sci-Fi",45,series,TV-MA,moderate,mild
"Glory",1989,7.8,130083,"Biography, Drama, History",122,film,R,none,severe
"God's Not Dead",2014,4.7,41889,"Drama",113,film,PG,none,mild
"God's Not Dead: We the People",2021,3.7,234,"Drama",110,film,PG,no rate,no rate
"God's Own Country",2017,7.7,28174,"Drama, Romance",104,film,unknown,severe,mild
"God: Serengeti",2017,6.7,2009,"Short, Comedy",4,film,unknown,no rate,no rate
"Godfather of Harlem",2022,8,10512,"Crime, Drama",55,series,TV-MA,moderate,severe
"Gods of Egypt",2016,5.4,111599,"Action, Adventure, Fantasy",127,film,PG-13,mild,moderate
"Godzilla",2014,6.4,399324,"Action, Adventure, Sci-Fi",123,film,PG-13,none,moderate
"Godzilla vs. Kong",2021,6.4,176046,"Action, Sci-Fi, Thriller",113,film,unknown,none,moderate
"Godzilla: King of the Monsters",2019,6,167523,"Action, Adventure, Fantasy",132,film,PG-13,none,moderate
"Gokseong",2016,7.5,60126,"Horror, Mystery, Thriller",156,film,TV-MA,mild,severe
"Gokushufudo",2002,7.3,3076,"Animation, Action, Comedy",16,series,TV-14,none,mild
"Gold Rush: Alaska",2021,7.3,4568,"Reality-TV",45,series,TV-14,none,none
"GoldenEye",1995,7.2,247470,"Action, Adventure, Thriller",130,film,PG-13,moderate,moderate
"Goldfinger",1964,7.7,181506,"Action, Adventure, Thriller",110,film,PG,mild,mild
"Goliath",2021,8.2,40575,"Drama",60,series,TV-MA,moderate,moderate
"Gomorra: La serie",2021,8.7,33068,"Crime, Drama, Thriller",55,series,TV-MA,moderate,severe
"Gon-ji-am",2018,6.3,6759,"Horror",95,film,unknown,none,mild
"Gone Baby Gone",2007,7.6,262940,"Crime, Drama, Mystery",114,film,R,mild,severe
"Gone Girl",2014,8.1,912613,"Drama, Mystery, Thriller",149,film,R,severe,severe
"Gone in Sixty Seconds",2000,6.5,268597,"Action, Crime, Thriller",118,film,PG-13,moderate,moderate
"Gone with the Wind",1939,8.1,302134,"Drama, History, Romance",238,film,unknown,mild,moderate
"Good Boys",2019,6.7,69025,"Adventure, Comedy",90,film,R,moderate,mild
"Good Girls",2019,7.8,44113,"Comedy, Crime, Drama",43,series,TV-14,mild,moderate
"Good Grief",2013,7.2,79,"Comedy",0,series,unknown,no rate,no rate
"Good Joe Bell",2020,5.5,3005,"Biography, Drama",94,film,R,mild,mild
"Good Luck Chuck",2007,5.6,88338,"Comedy, Romance",101,film,R,severe,mild
"Good Morning, Miss Bliss",2016,6.8,1801,"Comedy, Family",30,series,TV-G,no rate,no rate
"Good Omens",2019,8.1,67625,"Comedy, Fantasy",328,series,TV-MA,mild,mild
"Good Time",2017,7.4,104939,"Crime, Drama, Thriller",102,film,R,moderate,moderate
"Good Times",2000,7.3,6663,"Comedy",30,series,TV-PG,none,mild
"Good Trouble",1941,7.5,5562,"Comedy, Drama, Romance",45,series,TV-14,moderate,no rate
"Good Will Hunting",1997,8.3,903784,"Drama, Romance",126,film,R,mild,mild
"Good Witch",2019,7.3,9034,"Comedy, Drama, Fantasy",48,series,TV-PG,none,none
"Good on Paper",2021,5.6,9730,"Comedy, Romance",92,film,unknown,mild,mild
"Goodfellas",1990,8.7,1074102,"Biography, Crime, Drama",146,film,R,mild,severe
"Goosebumps",2015,6.3,84668,"Adventure, Comedy, Family",103,film,PG,none,mild
"Goosebumps 2: Haunted Halloween",2018,5.6,19491,"Animation, Adventure, Comedy",90,film,PG,none,mild
"Gordon, Gino & Fred's Road Trip",2016,8.5,1078,"Adventure, Comedy, Reality-TV",45,series,unknown,no rate,no rate
"Gosford Park",2001,7.2,84085,"Comedy, Drama, Mystery",131,film,R,mild,mild
"Gossip Girl",2021,7.4,162566,"Drama, Romance",42,series,TV-14,moderate,mild
"Gotham",2005,7.8,218942,"Action, Crime, Drama",42,series,TV-14,mild,severe
"Grace",2011,7.2,1847,"Crime, Drama, Mystery",90,series,unknown,no rate,no rate
"Grace and Frankie",2020,8.2,44246,"Comedy",30,series,TV-MA,mild,none
"Gran Torino",2008,8.1,743655,"Drama",116,film,R,mild,moderate
"Grand Army",2020,7.5,5249,"Drama",0,series,TV-MA,moderate,moderate
"Grandma's Boy",2006,7,80496,"Comedy",94,film,R,moderate,mild
"Grantchester",2021,7.9,11403,"Crime, Drama, Mystery",45,series,TV-14,mild,mild
"Grave",2016,7,67307,"Drama, Horror",99,film,R,severe,severe
"Gravity",2013,7.7,793112,"Adventure, Drama, Sci-Fi",91,film,PG-13,none,moderate
"Gravity Falls",2002,8.9,86333,"Animation, Action, Adventure",23,series,TV-Y7,none,mild
"Grease",1978,7.2,254270,"Musical, Romance",110,film,PG,moderate,mild
"Grease 2",1982,4.4,34394,"Comedy, Drama, Musical",115,film,PG,mild,none
"Great White",2021,4.1,5315,"Horror, Thriller",91,film,unknown,no rate,no rate
"Greek",1991,7.5,24014,"Comedy, Drama, Family",60,series,TV-14,no rate,no rate
"Green Acres",2008,7.2,6297,"Comedy, Family",30,series,TV-G,no rate,no rate
"Green Book",2018,8.2,429657,"Biography, Comedy, Drama",130,film,PG-13,mild,mild
"Green Lantern",2011,5.5,276068,"Action, Adventure, Sci-Fi",114,film,PG-13,none,moderate
"Green Room",2015,7,114804,"Horror, Thriller",95,film,R,none,severe
"Greenland",2020,6.4,100856,"Action, Drama, Thriller",119,film,PG-13,none,moderate
"Gremlins",1984,7.3,208469,"Comedy, Fantasy, Horror",106,film,PG,none,moderate
"Gremlins 2: The New Batch",1990,6.4,98522,"Comedy, Fantasy, Horror",106,film,PG-13,mild,moderate
"Gretel & Hansel",2020,5.4,28088,"Fantasy, Horror, Mystery",87,film,PG-13,none,moderate
"Grey's Anatomy",2021,7.5,275094,"Drama, Romance",41,series,TV-14,moderate,severe
"Greyhound",2020,7,84102,"Action, Drama, History",91,film,PG-13,none,moderate
"Grimm",2021,7.8,113143,"Crime, Drama, Fantasy",45,series,TV-14,mild,severe
"Grindhouse",2007,7.5,181545,"Action, Horror, Thriller",191,film,R,severe,severe
"Grizzly II: The Predator",2020,3.2,817,"Horror, Music, Thriller",74,film,unknown,no rate,severe
"Groundhog Day",1993,8,596780,"Comedy, Fantasy, Romance",101,film,PG,mild,mild
"Growing Pains",2017,6.6,14337,"Comedy, Family",30,series,TV-G,severe,no rate
"Grown Ups",2010,6,237673,"Comedy",102,film,PG-13,mild,mild
"Grown Ups 2",2013,5.4,146810,"Comedy",101,film,PG-13,moderate,mild
"Grown-ish",2015,6.3,4842,"Comedy, Drama",22,series,TV-14,moderate,none
"Gräns",2018,7,27427,"Crime, Drama, Fantasy",110,film,R,severe,moderate
"Guardians of the Galaxy",2014,8,1097476,"Action, Adventure, Comedy",121,film,PG-13,mild,moderate
"Guardians of the Galaxy Vol. 2",2017,7.6,613520,"Action, Adventure, Comedy",136,film,PG-13,mild,moderate
"Guardians of the Galaxy Vol. 3",2023,0,0,"Action, Adventure, Comedy",0,film,unknown,no rate,no rate
"Guilty",2020,5.4,4180,"Drama, Thriller",119,film,TV-MA,moderate,mild
"Gummo",1997,6.7,33706,"Comedy, Drama",89,film,R,moderate,moderate
"Gunpowder Milkshake",2021,6,30807,"Action, Crime, Thriller",114,film,R,none,severe
"Guns Akimbo",2019,6.3,53644,"Action, Comedy, Crime",98,film,R,mild,severe
"Gunsmoke",2014,8,5938,"Western",60,series,TV-PG,none,moderate
"Gwendoline",1984,5.3,2858,"Action, Adventure, Comedy",105,film,R,moderate,moderate
"Gwimul",2002,8.2,1730,"Drama, Mystery, Thriller",70,series,unknown,no rate,no rate
"Gwoemul",2006,7.1,114759,"Action, Drama, Horror",120,film,R,none,moderate
"Gyakkyô burai Kaiji",2018,8.3,2651,"Animation, Action, Thriller",23,series,TV-14,mild,severe
"Gyeongiroun Somun",2009,8.1,4103,"Action, Fantasy, Horror",65,series,TV-14,none,severe
"Gypsy",2017,6.8,15367,"Drama, Thriller",51,series,TV-MA,moderate,mild
"Gåsmamman",1983,7.5,2546,"Crime, Thriller",45,series,unknown,no rate,no rate
"H2O: Just Add Water",2018,7.2,13860,"Drama, Family, Fantasy",23,series,TV-PG,none,none
"Habitación en Roma",2010,6.1,23222,"Drama, Romance",107,film,unknown,severe,mild
"Hachi: A Dog's Tale",2009,8.1,267501,"Biography, Drama, Family",93,film,G,none,none
"Hackers",1995,6.2,67519,"Comedy, Crime, Drama",105,film,PG-13,moderate,mild
"Hacks",2021,8.2,12623,"Comedy, Drama",30,series,TV-MA,mild,none
"Hacksaw Ridge",2016,8.1,470213,"Biography, Drama, History",139,film,R,mild,severe
"Hagane no renkinjutsushi",2014,9.1,140390,"Animation, Action, Adventure",24,series,TV-14,mild,severe
"Haikyuu!!",2015,8.7,17201,"Animation, Comedy, Drama",24,series,TV-14,none,none
"Hail, Caesar!",2016,6.3,129030,"Comedy, Drama, Music",106,film,PG-13,none,mild
"Hairspray",2007,6.7,124390,"Comedy, Drama, Musical",117,film,PG,mild,none
"Half Baked",1998,6.7,60666,"Comedy, Crime",82,film,R,mild,mild
"Hall Pass",2011,5.8,122626,"Comedy, Romance",105,film,R,severe,mild
"Halloween",1978,7.7,248788,"Horror, Thriller",91,film,R,moderate,moderate
"Halloween 4: The Return of Michael Myers",1988,5.9,47457,"Horror, Thriller",88,film,R,mild,severe
"Halloween 5: The Revenge of Michael Myers",1989,5.1,37734,"Horror, Thriller",96,film,R,moderate,severe
"Halloween Ends",2022,0,0,"Horror, Thriller",0,film,unknown,no rate,no rate
"Halloween H20: 20 Years Later",1998,5.8,69868,"Horror, Thriller",86,film,R,mild,severe
"Halloween II",1981,6.5,81417,"Horror",92,film,R,moderate,severe
"Halloween III: Season of the Witch",1982,5,47675,"Horror, Mystery, Sci-Fi",98,film,R,moderate,severe
"Halloween Kills",2021,6.1,20383,"Horror, Thriller",105,film,R,none,severe
"Halloween Wars",1998,7.8,495,"Family, Game-Show, Reality-TV",42,series,TV-G,no rate,no rate
"Halloween: Resurrection",2002,4,40340,"Horror, Thriller",94,film,R,mild,severe
"Halloween: The Curse of Michael Myers",1995,4.8,33723,"Horror, Thriller",87,film,R,moderate,severe
"Halloweentown",1998,6.7,15617,"Adventure, Comedy, Family",84,film,TV-G,none,mild
"Halloweentown High",2004,6.2,6773,"Comedy, Family, Fantasy",82,film,TV-G,none,mild
"Halloweentown II: Kalabar's Revenge",2001,6.5,8229,"Adventure, Family, Fantasy",81,film,TV-PG,none,none
"Halt and Catch Fire",2008,8.4,30499,"Drama",60,series,TV-14,mild,mild
"Hamilton",2020,8.4,74919,"Biography, Drama, History",160,film,PG-13,mild,mild
"Hancock",2008,6.4,460654,"Action, Drama, Fantasy",92,film,PG-13,mild,moderate
"Hanma Baki: Son of Ogre",1973,6.7,624,"Animation, Action, Drama",25,series,TV-MA,no rate,no rate
"Hanna",2001,7.5,28951,"Action, Drama",60,series,TV-MA,mild,moderate
"Hannah Montana",2014,5.2,38618,"Comedy, Family, Music",23,series,TV-G,none,none
"Hannibal",1999,8.5,239663,"Crime, Drama, Horror",44,series,TV-MA,moderate,severe
"Hansel & Gretel: Witch Hunters",2013,6.1,200437,"Action, Fantasy, Horror",88,film,R,mild,severe
"Hanyo",2010,6.4,10226,"Drama, Thriller",107,film,unknown,moderate,moderate
"Happiest Season",2020,6.6,31266,"Comedy, Crime, Drama",102,film,PG-13,mild,none
"Happy Days",2005,7.4,17491,"Comedy, Family, Music",30,series,TV-G,none,mild
"Happy Death Day",2017,6.6,128727,"Comedy, Horror, Mystery",96,film,PG-13,mild,moderate
"Happy Death Day 2U",2019,6.2,67012,"Comedy, Horror, Mystery",100,film,PG-13,mild,moderate
"Happy Endings",2019,7.7,36499,"Comedy, Romance",22,series,TV-14,mild,none
"Happy Feet",2006,6.4,177189,"Animation, Adventure, Comedy",108,film,PG,mild,mild
"Happy Gilmore",1996,7,209266,"Comedy, Sport",92,film,PG-13,mild,mild
"Happy Valley",2021,8.4,36293,"Crime, Drama, Thriller",58,series,TV-MA,moderate,moderate
"Happy!",2012,8.2,35862,"Action, Comedy, Crime",60,series,TV-MA,moderate,severe
"Hard Candy",2005,7.1,157776,"Drama, Thriller",104,film,R,moderate,moderate
"Harley Quinn",2012,8.5,19404,"Animation, Action, Adventure",23,series,TV-MA,mild,severe
"Harlots",2013,7.7,7915,"Drama",45,series,TV-MA,severe,no rate
"Harold & Kumar Go to White Castle",2004,7,189060,"Adventure, Comedy",88,film,R,moderate,mild
"Harold and Maude",1971,7.9,75055,"Comedy, Drama, Romance",91,film,PG,mild,moderate
"Harrow",2014,7.6,6635,"Crime, Drama, Mystery",60,series,unknown,moderate,moderate
"Harry Brown",2009,7.2,86055,"Action, Crime, Drama",103,film,R,moderate,severe
"Harry Potter and the Chamber of Secrets",2002,7.4,584281,"Adventure, Family, Fantasy",161,film,PG,none,mild
"Harry Potter and the Deathly Hallows: Part 1",2010,7.7,504707,"Adventure, Fantasy, Mystery",146,film,PG-13,mild,moderate
"Harry Potter and the Deathly Hallows: Part 2",2011,8.1,805570,"Adventure, Fantasy, Mystery",130,film,PG-13,none,moderate
"Harry Potter and the Goblet of Fire",2005,7.7,576173,"Adventure, Family, Fantasy",157,film,PG-13,none,moderate
"Harry Potter and the Half-Blood Prince",2009,7.6,501363,"Action, Adventure, Family",153,film,PG,none,moderate
"Harry Potter and the Order of the Phoenix",2007,7.5,536993,"Action, Adventure, Family",138,film,PG-13,none,moderate
"Harry Potter and the Prisoner of Azkaban",2004,7.9,582354,"Adventure, Family, Fantasy",142,film,PG,none,moderate
"Harry Potter and the Sorcerer's Stone",2001,7.6,702396,"Adventure, Family, Fantasy",152,film,PG,none,mild
"Hart of Dixie",2021,7.7,49914,"Comedy, Drama, Romance",60,series,TV-PG,mild,none
"Hart to Hart",2016,6.6,7043,"Action, Adventure, Crime",60,series,TV-PG,no rate,no rate
"Haunt",2019,6.3,24822,"Horror, Thriller",92,film,R,none,severe
"Hauru no ugoku shiro",2004,8.2,359403,"Animation, Adventure, Family",119,film,PG,none,mild
"Hausu",1977,7.4,24500,"Comedy, Horror",88,film,unknown,moderate,moderate
"Haute tension",2003,6.8,70045,"Horror",91,film,R,moderate,severe
"Haven",2015,7.5,36681,"Crime, Drama, Fantasy",60,series,TV-PG,mild,moderate
"Havoc",2022,0,0,"Action, Thriller",0,film,unknown,no rate,no rate
"Hawaii Five-0",1962,7.3,69783,"Action, Crime, Drama",42,series,TV-14,mild,moderate
"Hawaii Five-O",2010,7.3,6224,"Crime, Drama, Mystery",60,series,TV-PG,no rate,no rate
"He's All That",2021,4.3,19528,"Comedy, Romance",88,film,TV-14,mild,mild
"He's Just Not That Into You",2009,6.4,167023,"Comedy, Drama, Romance",129,film,PG-13,moderate,none
"He-Man and the Masters of the Universe",2012,6.2,932,"Animation, Action, Adventure",26,series,TV-Y7,no rate,no rate
"Head of the Class",1985,6.6,2535,"Comedy",30,series,TV-G,no rate,no rate
"Heartbeat",2010,6.8,3002,"Drama, Comedy, Crime",50,series,TV-PG,mild,mild
"Heartland",2021,8.4,13006,"Drama, Family",45,series,TV-PG,none,mild
"Heat",1995,8.2,609446,"Crime, Drama, Thriller",170,film,R,mild,severe
"Heathers",1988,7.2,96233,"Comedy, Crime",103,film,R,moderate,moderate
"Heavenly Creatures",1994,7.3,61972,"Biography, Crime, Drama",99,film,R,moderate,moderate
"Heavy Metal",1981,6.7,33533,"Animation, Adventure, Fantasy",86,film,R,severe,severe
"Heavy Metal 2000",2000,5.4,8161,"Animation, Action, Adventure",88,film,R,moderate,moderate
"Heels",2022,8.2,4027,"Drama, Sport",60,series,TV-MA,moderate,moderate
"Hell Fest",2018,5.5,15810,"Horror, Thriller",89,film,R,mild,severe
"Hell House LLC",2015,6.4,12471,"Horror, Mystery",93,film,unknown,mild,moderate
"Hell on Wheels",2002,8.3,49495,"Drama, Western",42,series,TV-14,mild,severe
"Hell or High Water",2016,7.6,215057,"Action, Crime, Drama",102,film,R,mild,moderate
"Hell's Kitchen",2017,7.1,19863,"Game-Show, Reality-TV",42,series,TV-14,none,mild
"Hellbound: Hellraiser II",1988,6.5,45618,"Horror, Thriller",97,film,R,moderate,severe
"Hellboy",2019,5.2,84214,"Action, Adventure, Fantasy",120,film,R,mild,severe
"Hellraiser",1987,7,112058,"Horror, Thriller",94,film,R,moderate,severe
"Hellraiser III: Hell on Earth",1992,5.5,29195,"Horror",97,film,R,moderate,severe
"Help",2021,8,4320,"Drama",98,film,unknown,no rate,no rate
"Helstrom",2020,6.8,7519,"Action, Adventure, Drama",0,series,TV-MA,mild,moderate
"Hemlock Grove",1957,7.1,38373,"Drama, Fantasy, Horror",46,series,TV-MA,severe,severe
"Henry Danger",1998,5.8,4196,"Action, Comedy, Family",30,series,TV-G,none,mild
"Her",2013,8,569643,"Drama, Romance, Sci-Fi",126,film,R,moderate,none
"Hercules",1997,7.3,216531,"Animation, Adventure, Comedy",93,film,G,none,mild
"Here Today",2021,6.5,2025,"Comedy, Drama",93,film,PG-13,none,none
"Hereditary",2018,7.3,270994,"Drama, Horror, Mystery",127,film,R,moderate,severe
"Heroes",2009,7.5,234272,"Drama, Fantasy, Sci-Fi",45,series,TV-14,mild,severe
"Hidden Figures",2016,7.8,212969,"Biography, Drama, History",127,film,PG,none,none
"High Fidelity",2000,7.5,174110,"Comedy, Drama, Music",113,film,R,mild,mild
"High Life",2018,5.8,32274,"Adventure, Drama, Horror",113,film,R,severe,severe
"High Noon",1952,8,101009,"Drama, Thriller, Western",85,film,PG,none,mild
"High School DxD",2011,7.6,8609,"Animation, Action, Comedy",23,series,TV-MA,severe,moderate
"High School Musical",2006,5.5,84460,"Comedy, Drama, Family",98,film,TV-G,none,none
"High School Musical: The Musical - The Series",1989,7.3,5352,"Comedy, Drama, Musical",31,series,TV-PG,none,none
"High-Rise",2015,5.6,40641,"Drama, Sci-Fi",119,film,R,severe,severe
"Highlander",1986,7.1,129597,"Action, Adventure, Fantasy",116,film,R,mild,severe
"Hightown",2018,6.5,2930,"Crime, Drama, Mystery",60,series,TV-MA,severe,moderate
"Hill Street Blues",2020,8.1,8211,"Crime, Drama, Mystery",60,series,TV-14,no rate,no rate
"Hillbilly Elegy",2020,6.7,38655,"Drama",116,film,R,none,mild
"His Dark Materials",2021,7.9,57730,"Adventure, Drama, Family",60,series,TV-14,none,mild
"His House",2020,6.5,34610,"Drama, Horror, Thriller",93,film,TV-14,none,moderate
"Hispania, la leyenda",2001,6.3,554,"History",0,series,unknown,no rate,no rate
"History of Horror",1978,8.1,1861,"Documentary, Horror",42,series,TV-MA,no rate,severe
"Hit and Run",2021,7.1,6963,"Action, Crime, Drama",0,series,TV-MA,mild,moderate
"Hitch",2005,6.6,305136,"Comedy, Romance",118,film,PG-13,mild,mild
"Hitman",2007,6.3,165179,"Action, Crime, Thriller",100,film,R,moderate,severe
"Hitman's Wife's Bodyguard",2021,6.1,55699,"Action, Comedy, Crime",100,film,R,moderate,severe
"Hitman: Agent 47",2015,5.7,88383,"Action, Crime, Thriller",96,film,R,none,severe
"Hitmen",2021,5.4,883,"Comedy, Crime",30,series,unknown,no rate,no rate
"Hocus Pocus",1993,6.9,110741,"Comedy, Family, Fantasy",96,film,PG,mild,mild
"Hocus Pocus 2",2022,0,0,"Comedy, Family, Fantasy",0,film,unknown,no rate,no rate
"Hogan's Heroes",2016,7.8,9436,"Comedy, War",25,series,TV-PG,none,none
