name,date,rate,votes,genre,duration,type,certificate,nudity,violence
"Rumor Has It...",2005,5.5,56343,"Comedy, Drama, Romance",97,film,PG-13,mild,none
"Run",2020,6.7,60144,"Mystery, Thriller",90,film,PG-13,none,mild
"Run Hide Fight",2020,6.4,19392,"Crime, Drama, Thriller",109,film,unknown,no rate,no rate
"Runaways",1989,7,24021,"Action, Drama, Sci-Fi",60,series,TV-14,mild,mild
"Runt",2020,8.1,79,"Drama, Thriller",95,film,unknown,no rate,no rate
"Rurôni Kenshin: Sai shûshô - The Beginning",2021,7.5,5981,"Action, Adventure, Drama",137,film,TV-MA,none,severe
"Rush",2013,8.1,453966,"Action, Biography, Drama",123,film,R,moderate,mild
"Rush Hour",1998,7,252302,"Action, Comedy, Crime",98,film,PG-13,none,moderate
"Rush Hour 2",2001,6.6,208957,"Action, Comedy, Crime",90,film,PG-13,mild,moderate
"Rush Hour 3",2007,6.2,160113,"Action, Comedy, Crime",91,film,PG-13,moderate,moderate
"Rushmore",1998,7.7,176496,"Comedy, Drama, Romance",93,film,R,mild,mild
"Russian Doll",2011,7.8,75247,"Adventure, Comedy, Drama",30,series,TV-MA,mild,moderate
"Ryû to sobakasu no hime",2021,7.2,552,"Animation, Adventure, Drama",121,film,unknown,no rate,no rate
"S.W.A.T.",2022,7.1,18353,"Action, Adventure, Crime",43,series,TV-14,mild,moderate
"SAS Australia",1959,7.5,141,"Reality-TV",0,series,unknown,no rate,no rate
"SAS: Red Notice",2021,5.1,14731,"Action, Thriller",124,film,R,none,moderate
"SEAL Team",2021,7.6,19476,"Action, Drama, War",43,series,TV-14,none,moderate
"SGU Stargate Universe",1989,7.6,48992,"Drama, Sci-Fi",43,series,unknown,mild,mild
"Sa-rang-eui bul-sa-chak",2017,8.7,19138,"Adventure, Comedy, Romance",70,series,TV-14,none,mild
"Sabrina the Teenage Witch",2014,6.7,36488,"Comedy, Family, Fantasy",22,series,TV-G,none,none
"Sacred Games",1963,8.6,82789,"Action, Crime, Drama",50,series,TV-MA,severe,severe
"Safe Haven",2013,6.7,107820,"Drama, Romance, Thriller",115,film,PG-13,mild,mild
"Safe House",2012,6.7,215694,"Action, Thriller",115,film,R,mild,severe
"Saikojiman Gwaenchanha",2020,8.7,16038,"Comedy, Drama, Romance",80,series,TV-MA,none,mild
"Saint Maud",2019,6.7,26259,"Drama, Horror, Thriller",84,film,R,moderate,severe
"Salem",1993,7.2,22882,"Drama, Fantasy, Horror",60,series,TV-MA,mild,severe
"Salem's Lot",2022,0,0,"Horror",0,film,unknown,no rate,no rate
"Salinui chueok",2003,8.1,160172,"Crime, Drama, Mystery",131,film,unknown,moderate,moderate
"Salt",2010,6.4,304766,"Action, Thriller",100,film,PG-13,mild,severe
"Salvation",1991,7,20790,"Drama, Sci-Fi, Thriller",43,series,TV-14,mild,no rate
"Salò o le 120 giornate di Sodoma",1975,5.9,57264,"Drama, Horror",117,film,unknown,severe,severe
"Sam & Cat",2021,5.7,8455,"Comedy, Drama, Family",30,series,TV-G,none,mild
"Samaritan",2022,0,0,"Action, Drama, Fantasy",0,film,unknown,no rate,no rate
"Samurai Jack",1974,8.5,49177,"Animation, Action, Adventure",25,series,TV-14,mild,moderate
"San Andreas",2015,6.1,224748,"Action, Adventure, Thriller",114,film,PG-13,none,moderate
"Sanditon",2010,7.8,9673,"Drama, Romance",60,series,TV-14,mild,none
"Santa Clarita Diet",1999,7.8,61510,"Comedy, Horror",30,series,TV-MA,mild,severe
"Sardar Udham",2021,9.2,8649,"Biography, Crime, Drama",164,film,unknown,no rate,no rate
"Saturday Night Fever",1977,6.8,76060,"Drama, Music",118,film,R,severe,moderate
"Saturday Night Live",2010,8,45651,"Comedy, Music",90,series,TV-14,moderate,mild
"Sausage Party",2016,6.1,184434,"Animation, Adventure, Comedy",89,film,R,severe,moderate
"Savages",2012,6.5,127478,"Action, Crime, Drama",131,film,R,moderate,severe
"Save Me",2020,7.7,5011,"Drama, Mystery",270,series,TV-MA,mild,mild
"Saved by the Bell",2004,7,33711,"Comedy, Family, Romance",30,series,TV-PG,none,none
"Saving Private Ryan",1998,8.6,1296420,"Drama, War",169,film,R,none,severe
"Saw",2004,7.6,398328,"Horror, Mystery, Thriller",103,film,R,mild,severe
"Saw 3D",2010,5.6,95141,"Crime, Horror, Mystery",90,film,R,none,severe
"Saw II",2005,6.6,242643,"Horror, Mystery",93,film,R,none,severe
"Saw III",2006,6.2,186221,"Crime, Horror, Mystery",108,film,R,moderate,severe
"Saw IV",2007,5.9,145890,"Crime, Horror, Mystery",93,film,R,moderate,severe
"Saw V",2008,5.8,120431,"Crime, Horror, Mystery",92,film,R,none,severe
"Say Anything...",1989,7.3,86234,"Comedy, Drama, Romance",100,film,PG-13,mild,none
"Scam 1992: The Harshad Mehta Story",2020,9.5,131914,"Biography, Crime, Drama",54,series,TV-14,none,none
"Scandal",2019,7.7,69824,"Drama, Thriller",43,series,TV-14,moderate,moderate
"Scanners",1981,6.8,52008,"Horror, Sci-Fi, Thriller",103,film,R,none,severe
"Scaredy Cats",2021,6.3,193,"Comedy, Family, Fantasy",0,series,TV-G,no rate,no rate
"Scarface",1983,8.3,781141,"Crime, Drama",170,film,R,moderate,severe
"Scary Movie",2000,6.2,243587,"Comedy",88,film,R,severe,severe
"Scary Movie 2",2001,5.3,155206,"Comedy",83,film,R,severe,moderate
"Scary Movie 3",2003,5.5,142190,"Comedy",84,film,PG-13,mild,moderate
"Scary Movie 4",2006,5.1,117305,"Comedy",83,film,PG-13,moderate,moderate
"Scary Movie 5",2013,3.5,68660,"Comedy",88,film,PG-13,moderate,moderate
"Scary Stories to Tell in the Dark",2019,6.2,68710,"Adventure, Horror, Mystery",108,film,PG-13,none,moderate
"Scener ur ett äktenskap",1974,8.4,5803,"Drama",169,film,PG,moderate,mild
"Scent of a Woman",1992,8,279515,"Drama",156,film,R,none,mild
"Schindler's List",1993,8.9,1270601,"Biography, Drama, History",195,film,R,severe,severe
"Schitt's Creek",2017,8.5,97987,"Comedy",22,series,TV-14,mild,none
"Schmigadoon!",2004,7.3,6207,"Comedy, Musical",30,series,TV-14,mild,none
"Scissor Seven",1994,8.3,1958,"Animation, Action",13,series,TV-14,mild,moderate
"Scoob!",2020,5.7,23707,"Animation, Adventure, Comedy",93,film,PG,none,mild
"Scooby Doo, Where Are You!",1982,7.9,32289,"Animation, Adventure, Comedy",22,series,TV-G,none,mild
"Scooby-Doo",2002,5.2,105533,"Adventure, Comedy, Family",89,film,PG,mild,mild
"Scooby-Doo 2: Monsters Unleashed",2004,5.1,53616,"Adventure, Comedy, Family",93,film,PG,mild,mild
"Scooby-Doo and Guess Who?",2015,7.3,1094,"Animation, Comedy, Family",22,series,TV-PG,none,none
"Scooby-Doo! Mystery Incorporated",1987,8,10448,"Animation, Adventure, Comedy",23,series,unknown,mild,mild
"Scorpion",2003,7.1,50197,"Action, Crime, Drama",43,series,TV-14,none,none
"Scott & Bailey",2011,8,7743,"Crime, Drama, Mystery",45,series,TV-14,mild,mild
"Scott Pilgrim vs. the World",2010,7.5,402891,"Action, Comedy, Fantasy",112,film,PG-13,mild,mild
"Scouts Guide to the Zombie Apocalypse",2015,6.3,48670,"Action, Comedy, Horror",93,film,R,severe,severe
"Scream",2022,0,0,"Horror, Mystery, Thriller",120,film,unknown,no rate,no rate
"Scream 2",1997,6.2,165426,"Horror, Mystery",120,film,R,mild,severe
"Scream 3",2000,5.6,129243,"Horror, Mystery",116,film,R,mild,severe
"Scream 4",2011,6.2,133751,"Horror, Mystery",111,film,R,mild,severe
"Scream Queens",1986,7.1,37728,"Comedy, Horror, Mystery",45,series,TV-14,moderate,severe
"Scrubs",2021,8.3,244809,"Comedy, Drama",22,series,TV-14,mild,mild
"Se, jie",2007,7.5,39802,"Drama, History, Romance",157,film,NC-17,severe,severe
"Se7en",1995,8.6,1522727,"Crime, Drama, Mystery",127,film,R,mild,severe
"Seance",2021,5.3,1822,"Horror, Mystery",92,film,R,mild,severe
"Search Party",2013,7.7,8041,"Comedy, Crime, Drama",24,series,TV-MA,moderate,moderate
"Searching",2018,7.6,152434,"Drama, Mystery, Thriller",102,film,PG-13,none,mild
"Seberg",2019,5.8,7269,"Biography, Drama, Thriller",102,film,R,mild,mild
"Secondhand Lions",2003,7.5,55894,"Comedy, Drama, Family",111,film,PG,mild,mild
"Secret Diary of a Call Girl",1933,7.4,13200,"Drama",30,series,TV-MA,severe,none
"Secret Window",2004,6.5,188362,"Drama, Mystery, Thriller",96,film,PG-13,none,moderate
"Secretary",2002,7,88090,"Comedy, Drama, Romance",107,film,R,severe,moderate
"Secrets of Sulphur Springs",2021,7.7,1637,"Adventure, Drama, Family",24,series,TV-PG,no rate,no rate
"Security",2017,5.7,17268,"Action, Crime, Thriller",88,film,R,none,severe
"See",2012,7.6,59581,"Action, Drama, Sci-Fi",60,series,TV-MA,moderate,severe
"Seed of Chucky",2004,4.8,42598,"Comedy, Fantasy, Horror",87,film,R,moderate,severe
"Seeking a Friend for the End of the World",2012,6.7,110973,"Adventure, Comedy, Drama",101,film,R,mild,moderate
"Seinfeld",2021,8.8,272028,"Comedy",22,series,TV-PG,mild,mild
"Selena",1997,6.8,27519,"Biography, Drama, Music",127,film,PG,mild,mild
"Self/less",2015,6.5,95166,"Action, Mystery, Sci-Fi",117,film,PG-13,mild,moderate
"Selma",2014,7.5,89408,"Biography, Drama, History",128,film,PG-13,mild,moderate
"Sen to Chihiro no kamikakushi",2001,8.6,697008,"Animation, Adventure, Family",125,film,PG,none,mild
"Sen Çal Kapimi",2014,7.5,7043,"Comedy, Romance",120,series,TV-PG,mild,no rate
"Sense and Sensibility",1995,7.7,109600,"Drama, Romance",136,film,PG,none,none
"Sense8",2007,8.3,146144,"Drama, Mystery, Sci-Fi",60,series,TV-MA,severe,moderate
"Separation",2021,4.6,1552,"Horror",107,film,R,none,mild
"Seppuku",1962,8.6,49571,"Action, Drama, Mystery",133,film,unknown,none,severe
"Serbuan maut",2011,7.6,197378,"Action, Thriller",101,film,R,none,severe
"Serendipity",2001,6.9,108101,"Comedy, Romance",90,film,PG-13,mild,none
"Serenity",2005,7.8,289545,"Action, Adventure, Sci-Fi",119,film,PG-13,mild,moderate
"Sergio",2020,6.1,9130,"Biography, Drama, History",118,film,R,moderate,moderate
"Serpico",1973,7.7,117127,"Biography, Crime, Drama",130,film,R,moderate,moderate
"Servant",1981,7.5,26066,"Drama, Horror, Mystery",30,series,TV-MA,moderate,mild
"Sesame Street",2001,8.1,12941,"Animation, Adventure, Comedy",55,series,TV-Y,none,none
"Seulgiroun Euisasaenghal",2005,8.8,3743,"Comedy, Drama",84,series,TV-14,no rate,none
"Seulgirowun Gamppangsaenghwal",2009,8.4,2524,"Comedy, Drama",90,series,unknown,no rate,no rate
"Seungriho",2021,6.6,21980,"Action, Adventure, Drama",136,film,TV-MA,none,mild
"Seutateueob",1987,8.1,6860,"Comedy, Drama, Romance",80,series,TV-14,none,mild
"Seven Pounds",2008,7.6,294373,"Drama",123,film,PG-13,mild,mild
"Seven Psychopaths",2012,7.2,249055,"Comedy, Crime",110,film,R,moderate,severe
"Seventh Son",2014,5.5,74580,"Action, Adventure, Fantasy",102,film,PG-13,none,moderate
"Sex Drive",2008,6.5,86059,"Comedy, Romance",109,film,R,severe,mild
"Sex Education",2021,8.3,220201,"Comedy, Drama",45,series,TV-MA,severe,mild
"Sex Tape",2014,5.1,110193,"Comedy, Romance",94,film,R,severe,mild
"Sex and the City",1993,7.2,113982,"Comedy, Drama, Romance",30,series,TV-MA,severe,none
"Sex and the City 2",2010,4.5,76717,"Comedy, Drama, Romance",146,film,R,moderate,none
"Sex, Lies, and Videotape",1989,7.2,52896,"Drama",100,film,R,mild,none
"Sex/Life",2019,5.3,16568,"Comedy, Drama, Romance",0,series,TV-MA,severe,none
"Sexy Beast",2000,7.3,58651,"Crime, Drama, Thriller",89,film,R,moderate,severe
"Sexy Beasts",2009,4.6,954,"Reality-TV, Romance",0,series,TV-14,no rate,no rate
"Shadow and Bone",1992,7.7,66152,"Action, Adventure, Drama",0,series,TV-14,mild,moderate
"Shadow in the Cloud",2020,4.9,21544,"Action, Horror, War",83,film,R,none,moderate
"Shadowhunters: The Mortal Instruments",1998,6.6,57588,"Action, Drama, Fantasy",42,series,TV-14,mild,moderate
"Shadowplay",2017,7.1,3784,"Drama, Thriller",45,series,TV-MA,mild,severe
"Shaft",2019,6.4,49598,"Action, Comedy, Crime",111,film,R,moderate,moderate
"Shakespeare & Hathaway: Private Investigators",2007,7.6,2951,"Comedy, Drama, Mystery",45,series,unknown,none,mild
"Shakespeare in Love",1998,7.1,219389,"Comedy, Drama, History",123,film,R,moderate,mild
"Shame",2011,7.2,189839,"Drama",101,film,NC-17,severe,moderate
"Shameless",2021,8.5,217452,"Comedy, Drama",46,series,TV-MA,severe,moderate
"Shang-Chi and the Legend of the Ten Rings",2021,7.9,109552,"Action, Adventure, Fantasy",132,film,PG-13,none,moderate
"Shark Tale",2004,6,174445,"Animation, Adventure, Comedy",90,film,PG,mild,mild
"Sharpe",2017,8.4,642,"Action, Adventure, Drama",0,series,unknown,no rate,no rate
"Shaun of the Dead",2004,7.9,532099,"Comedy, Horror",99,film,R,mild,severe
"Shazam!",2019,7,296642,"Action, Adventure, Comedy",132,film,PG-13,none,moderate
"Shazam! Fury of the Gods",2023,0,0,"Action, Adventure, Comedy",0,film,unknown,no rate,no rate
"She's All That",1999,5.9,91482,"Comedy, Romance",95,film,PG-13,mild,none
"She's Out of My League",2010,6.4,133019,"Comedy, Romance",104,film,R,mild,mild
"She's the Man",2006,6.3,151872,"Comedy, Romance, Sport",105,film,PG-13,mild,mild
"She-Hulk",2002,0,0,"Action, Adventure, Comedy",0,series,unknown,no rate,no rate
"She-Ra and the Princesses of Power",2018,7.9,12934,"Animation, Action, Adventure",30,series,unknown,none,mild
"Sherlock",1981,9.1,853642,"Crime, Drama, Mystery",88,series,TV-14,mild,moderate
"Sherlock Holmes",2009,7.6,604389,"Action, Adventure, Mystery",128,film,PG-13,mild,moderate
"Sherlock Holmes 3",2004,0,0,"Action, Adventure, Mystery",0,film,unknown,no rate,no rate
"Sherlock Holmes: A Game of Shadows",2011,7.5,435027,"Action, Adventure, Mystery",129,film,PG-13,mild,moderate
"Shershaah",2021,8.7,104091,"Action, Biography, Drama",135,film,unknown,no rate,no rate
"Shetland",2000,8.2,12951,"Crime, Drama, Mystery",60,series,TV-14,none,no rate
"Shichinin no samurai",1954,8.6,329876,"Action, Adventure, Drama",207,film,unknown,mild,mild
"Shiddat",2021,8,8066,"Romance",146,film,unknown,no rate,no rate
"Shigatsu wa kimi no uso",1998,8.6,22719,"Animation, Drama, Music",23,series,TV-PG,mild,mild
"Shin Evangelion Gekijôban",2021,8.1,6327,"Animation, Action, Drama",154,film,TV-MA,moderate,moderate
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.1,47000,"Animation, Action, Drama",87,film,TV-MA,severe,severe
"Shin seiki evangerion",2010,8.5,58648,"Animation, Action, Drama",24,series,TV-MA,moderate,severe
"Shingeki no kyojin",2021,9,255267,"Animation, Action, Adventure",24,series,TV-MA,mild,severe
"Shiva Baby",2020,7.1,11644,"Comedy, Drama",77,film,unknown,mild,none
"Shoot 'Em Up",2007,6.6,147643,"Action, Thriller",86,film,R,moderate,severe
"Shooter",2007,7.2,321767,"Action, Drama, Thriller",124,film,R,mild,severe
"Short Circuit",1986,6.7,59570,"Comedy, Family, Sci-Fi",98,film,PG,mild,mild
"Shot Caller",2017,7.3,79489,"Crime, Drama, Thriller",121,film,R,moderate,severe
"Showgirls",1995,4.9,65205,"Drama",128,film,NC-17,severe,severe
"Shrek",2001,7.9,640174,"Animation, Adventure, Comedy",90,film,PG,mild,mild
"Shrek 2",2004,7.2,437621,"Animation, Adventure, Comedy",93,film,PG,mild,mild
"Shrek Forever After",2010,6.3,193816,"Animation, Adventure, Comedy",93,film,PG,mild,mild
"Shrek the Third",2007,6.1,292031,"Animation, Adventure, Comedy",93,film,PG,mild,mild
"Shrill",2020,7.4,7080,"Comedy, Drama",30,series,TV-MA,moderate,no rate
"Shtisel",2022,8.6,6298,"Drama",45,series,TV-14,none,none
"Shutter Island",2010,8.2,1201153,"Mystery, Thriller",138,film,R,mild,severe
"Sicario",2015,7.6,396825,"Action, Crime, Drama",121,film,R,mild,severe
"Sicario: Day of the Soldado",2018,7.1,136602,"Action, Adventure, Crime",122,film,R,none,severe
"Side Effects",2013,7.1,184728,"Crime, Drama, Mystery",106,film,R,moderate,mild
"Sideways",2004,7.5,185552,"Comedy, Drama, Romance",127,film,R,moderate,mild
"Signs",2002,6.7,349098,"Drama, Mystery, Sci-Fi",106,film,PG-13,none,moderate
"Sijipeuseu: The Myth",2014,7.1,2773,"Action, Drama, Fantasy",70,series,unknown,none,mild
"Silence",2016,7.2,106238,"Drama, History",161,film,R,none,severe
"Silent Hill",2006,6.5,221756,"Horror, Mystery",125,film,R,mild,severe
"Silent Hours",2021,5,132,"Thriller",120,film,unknown,no rate,no rate
"Silent Night",2021,7.2,121,"Comedy, Drama, Horror",92,film,unknown,no rate,no rate
"Silent Witness",2021,7.8,7917,"Crime, Drama, Mystery",120,series,TV-14,severe,severe
"Silicon Valley",2015,8.5,135665,"Comedy",28,series,TV-MA,moderate,mild
"Silk Road",2021,5.9,4159,"Crime, Drama, Thriller",112,film,R,none,mild
"Silver Linings Playbook",2012,7.7,682108,"Comedy, Drama, Romance",122,film,R,mild,mild
"Silverado",1985,7.2,41327,"Action, Crime, Drama",133,film,PG-13,none,moderate
"Sin City",2005,8,750738,"Crime, Thriller",124,film,R,moderate,severe
"Sin City: A Dame to Kill For",2014,6.5,157073,"Action, Crime, Thriller",102,film,R,severe,severe
"Sin nombre",2009,7.6,32071,"Adventure, Crime, Drama",96,film,R,moderate,severe
"Sin-gwa ham-kke: Jwi-wa beol",2017,7.3,13707,"Action, Drama, Fantasy",139,film,unknown,none,moderate
"Sing",2016,7.1,143462,"Animation, Comedy, Family",108,film,PG,none,mild
"Sing 2",2021,0,0,"Animation, Adventure, Comedy",0,film,PG,no rate,no rate
"Singin' in the Rain",1952,8.3,229289,"Comedy, Musical, Romance",103,film,G,none,none
"Sinister",2012,6.8,234119,"Horror, Mystery, Thriller",110,film,R,none,severe
"Sinister 2",2015,5.3,51685,"Horror, Mystery, Thriller",97,film,R,none,severe
"Sinsegye",2013,7.6,22052,"Action, Crime, Drama",135,film,unknown,mild,severe
"Siren",2009,7,13040,"Drama, Fantasy",60,series,TV-PG,mild,mild
"Sister Act",1992,6.4,93098,"Comedy, Family, Music",100,film,PG,mild,mild
"Six",1998,7.3,11937,"Action, Drama, History",60,series,TV-MA,moderate,severe
"Six Feet Under",1985,8.7,127144,"Comedy, Drama",60,series,TV-MA,moderate,moderate
"Six Minutes to Midnight",2020,5.8,3157,"Drama, Thriller",99,film,PG-13,none,mild
"Sixteen Candles",1984,7,110378,"Comedy, Romance",93,film,PG,moderate,none
"Skam",1971,8.6,30748,"Drama, Romance",30,series,unknown,moderate,mild
"Skins",2002,8.2,78539,"Drama",46,series,TV-MA,severe,moderate
"Sky High",2005,6.2,83272,"Adventure, Comedy, Family",100,film,PG,mild,mild
"Skyfall",2012,7.8,658977,"Action, Adventure, Thriller",143,film,PG-13,mild,moderate
"Skyscraper",2018,5.8,114851,"Action, Adventure, Thriller",102,film,PG-13,none,moderate
"Slap Shot",1977,7.3,35785,"Comedy, Drama, Sport",123,film,R,moderate,moderate
"Slasher",2016,6.7,13030,"Crime, Drama, Horror",60,series,unknown,severe,severe
"Sleepaway Camp",1983,6.3,29814,"Horror",84,film,R,moderate,severe
"Sleepers",1996,7.6,208408,"Crime, Drama, Thriller",147,film,R,moderate,severe
"Sleeping Beauty",2011,5.3,31941,"Drama, Romance, Thriller",101,film,unknown,severe,mild
"Sleeping with the Enemy",1991,6.3,54035,"Drama, Thriller",99,film,R,mild,moderate
"Sleepless in Seattle",1993,6.8,167456,"Comedy, Drama, Romance",105,film,PG,mild,none
"Sleepy Hollow",1999,7.3,344487,"Fantasy, Horror, Mystery",105,film,R,mild,severe
"Slender Man",2018,3.2,31629,"Horror, Mystery, Thriller",93,film,PG-13,mild,moderate
"Sliders",2013,7.4,17567,"Adventure, Fantasy, Sci-Fi",60,series,TV-PG,none,mild
"Sliding Doors",1998,6.7,65505,"Comedy, Drama, Fantasy",99,film,PG-13,moderate,mild
"Sling Blade",1996,8,91456,"Drama",135,film,R,mild,mild
"Slither",2006,6.5,78945,"Comedy, Horror, Sci-Fi",95,film,R,mild,severe
"Slow West",2015,6.9,44430,"Action, Adventure, Drama",84,film,R,mild,moderate
"Slumdog Millionaire",2008,8,819274,"Drama, Romance",120,film,R,mild,moderate
"Small Engine Repair",2021,6.6,985,"Comedy, Drama, Thriller",102,film,R,severe,moderate
"Small Soldiers",1998,6.2,96238,"Action, Adventure, Comedy",108,film,PG-13,none,mild
"Smallville",1982,7.5,121070,"Adventure, Drama, Romance",60,series,TV-PG,mild,moderate
"Smokey and the Bandit",1977,7,48070,"Action, Adventure, Comedy",96,film,PG,mild,mild
"Smokin' Aces",2006,6.7,141825,"Action, Comedy, Crime",109,film,R,moderate,severe
"Snabba Cash",1957,7.6,7269,"Action, Crime, Drama",52,series,TV-MA,moderate,severe
"Snake Eyes: G.I. Joe Origins",2021,5.4,24928,"Action, Adventure, Fantasy",121,film,PG-13,none,moderate
"Snakes on a Plane",2006,5.4,136125,"Action, Adventure, Crime",105,film,R,moderate,moderate
"Snatch",2000,8.3,813924,"Comedy, Crime",104,film,R,mild,moderate
"Sneaky Pete",2020,8.1,33471,"Crime",60,series,TV-MA,moderate,mild
"Snow White and the Huntsman",2012,6.1,281060,"Action, Adventure, Drama",127,film,PG-13,mild,moderate
"Snow White and the Seven Dwarfs",1937,7.6,189977,"Animation, Family, Fantasy",83,film,unknown,none,mild
"Snowden",2016,7.3,145988,"Biography, Crime, Drama",134,film,R,moderate,mild
"Snowfall",2021,8.2,14115,"Crime, Drama",44,series,TV-MA,severe,severe
"Snowpiercer",2014,6.9,41412,"Action, Drama, Sci-Fi",60,series,TV-MA,moderate,severe
"Snuff Films",2007,4.1,61,"Horror",73,film,unknown,no rate,no rate
"So I Married an Axe Murderer",1993,6.5,36499,"Comedy, Romance",93,film,PG-13,mild,mild
"Society",1989,6.5,16926,"Comedy, Horror",99,film,R,moderate,severe
